Date mutation;Nature mutation;Surface Carrez du 1er lot;Valeur fonciere;Commune;No voie;Type de voie;Code voie;Voie;Code postal;Code departement;Code commune;Prefixe de section;Section;No plan;No Volume;1er lot;Surface Carrez du 1er lot;Nombre de lots;Code type local;Type local;Surface reelle bati;Nombre pieces principales;Surface terrain
08/01/2020;Vente;44;99000 ;SOULAC-SUR-MER;3097;BD;0252;MARSAN DE MONTBRUN;33780;33;514;;AW;3;;86;44;1;1;Maison;43;3;
18/06/2020;Vente;44;145000 ;LACANAU;9003;;A097;LE DOMAINE DU GOLF I;33680;33;214;;BY;567;;71;44;1;1;Maison;44;3;
11/02/2020;Vente;44;264461 ;ARCUEIL;55;RUE;0641;BERTHOLLET;94110;94;3;;I;3;;1;44;3;1;Maison;47;4;
15/01/2020;Vente;44;103500 ;TALMONT-SAINT-HILAIRE;760;AV;0551;DE LA PLAGE;85440;85;288;228;CX;116;;20;44;1;1;Maison;44;2;
20/02/2020;Vente;44;111500 ;FLEURY D AUDE;40;RES;A104;LES PERLES D'AZUR;11560;11;145;;BN;91;;40;44;1;1;Maison;42;2;
28/05/2020;Vente;44;135000 ;NARBONNE;61;RES;A160;PLEIN SUD (PLAGE);11100;11;262;;BO;530;;114;44;1;1;Maison;47;3;
27/01/2020;Vente;44;85000 ;TOURCOING;71;RUE;4840;DU RIEZ;59200;59;599;;IR;300;;7;44;1;1;Maison;44;2;
13/03/2020;Vente;44;185000 ;SAINT-GERMAIN-EN-LAYE;2;RUE;2423;DE SAINT NOM;78112;78;551;251;B;101;;5;44;1;1;Maison;58;2;
05/06/2020;Vente;44;190000 ;LE POULIGUEN;9022;AV;0318;DES CELTES;44510;44;135;;AP;289;;243;44;1;1;Maison;49;3;
06/03/2020;Vente;44;216000 ;LOCMARIAQUER;6178;;B463;KERERE;56740;56;116;;BN;134;;7;44;1;1;Maison;48;4;
18/06/2020;Vente;44;120000 ;KOUROU;6;RUE;0518;RESEDA RADJOU;97310;973;4;;AK;322;;6;44;1;1;Maison;40;3;
12/06/2020;Vente;44;172000 ;GOUSSAINVILLE;37;BD;0744;DU GENERAL DE GAULLE;95190;95;280;;AM;38;;1;44;1;1;Maison;24;2;
20/01/2020;Vente;44;172900 ;MOLIETS-ET-MAA;218;RES;A043;LES MAISONS DU GOLF;40660;40;187;;BC;24;;218;44;1;1;Maison;44;3;
13/05/2020;Vente;44;202000 ;NICE;396;AV;4965;DE PESSICART;6100;6;88;;DZ;465;;31;44;1;1;Maison;41;2;
21/04/2020;Vente;43;151500 ;BONDUES;40;RES;A012;BELLEVUE;59910;59;90;;BV;287;;8;43;1;1;Maison;37;2;
20/04/2020;Vente;43;180000 ;VILLEPINTE;14;RUE;0910;DES MESANGES;93420;93;78;;AV;20;;3;43;1;1;Maison;43;3;
08/06/2020;Vente;43;160000 ;BEZONS;13;RUE;1310;MAURICE WAGNER;95870;95;63;;AB;528;;2;43;1;1;Maison;33;2;
12/06/2020;Vente;43;133500 ;JARD-SUR-MER;71;;A076;LE DOMAINE DU PAYRE;85520;85;114;;AI;1055;;150;43;1;1;Maison;44;4;
14/02/2020;Vente;43;148000 ;QUEND;9001;;B112;OREE DES PINS;80120;80;649;;BN;170;;16;43;1;1;Maison;48;3;
27/01/2020;Vente;43;175500 ;SEIGNOSSE;32;IMP;0072;DES CLAIRIERES;40510;40;296;;AV;1;;15;43;1;1;Maison;43;3;38
10/01/2020;Vente;43;141000 ;VALRAS-PLAGE;53;CAMI;0311;FOUNJUT;34350;34;324;;BM;9;;9;43;1;1;Maison;43;3;
11/02/2020;Vente;43;108000 ;NOTRE-DAME-DE-MONTS;35;RUE;1190;DE LA GUILLOTIERE;85690;85;164;;AH;266;;9;43;1;1;Maison;46;2;91
09/01/2020;Vente;43;20000 ;ST MICHEL L OBSERVATOIRE;183;;B066;LE VILLAGE;4870;4;192;;E;372;;1;43;1;1;Maison;38;2;
16/03/2020;Vente;43;135000 ;GRUISSAN;136;RUE;0055;DU DRAKKAR;11430;11;170;;BM;78;;500;43;1;1;Maison;43;3;
06/03/2020;Vente;43;110000 ;APPIETTO;5200;;B252;TAMARICCIO;20167;;17;;D;561;;24;43;1;1;Maison;34;1;
20/05/2020;Vente terrain à bâtir;43;185000 ;VILLIERS-SUR-MARNE;107;RUE;0500;DU GENERAL DE GAULLE;94350;94;79;;AK;256;;3;43;1;1;Maison;53;2;
20/02/2020;Vente;43;247000 ;BANDOL;458;BD;0054;BOIS MAURIN;83150;83;9;;AR;67;;7;43;1;1;Maison;49;2;
18/05/2020;Vente;43;102300 ;BONNIERES-SUR-SEINE;32;AV;0940;DE LA REPUBLIQUE;78270;78;89;;AD;634;;4;43;1;1;Maison;45;2;
10/01/2020;Vente;43;207500 ;VITRY-SUR-SEINE;19;RUE;1518;CHOISY;94400;94;81;;CI;10;;10;43;1;1;Maison;25;2;
18/03/2020;Vente;43;120000 ;SAINT-VALLIER-DE-THIEY;640;RTE;0616;DEPARTEMENTALE 6085;6460;6;130;;AK;21;;9;43;1;1;Maison;44;3;
27/03/2020;Vente;43;123000 ;VALRAS-PLAGE;26;CAMI;0124;DE CANTO RANO (GRENOUILLE);34350;34;324;;AL;8;;2;43;1;1;Maison;43;3;
11/03/2020;Vente;43;83000 ;PIROU;57;RES;A002;LES MAISONS DE LA PLAGE;50770;50;403;;BR;158;;57;43;1;1;Maison;42;3;
05/03/2020;Vente;43;169000 ;LA BAULE-ESCOUBLAC;20;AV;2280;DU MARCHE;44500;44;55;;BY;628;;2;43;1;1;Maison;42;2;
30/06/2020;Vente;42;185000 ;BENERVILLE-SUR-MER;20;RUE;0040;BUTEMPS;14910;14;59;;A;395;;1;42;1;1;Maison;40;3;89
14/01/2020;Vente;42;150000 ;GRUISSAN;220;AV;0179;DE LA PEROUSE;11430;11;170;;AX;27;;1018;42;1;1;Maison;46;4;
02/04/2020;Vente;42;100000 ;BONNIERES-SUR-SEINE;32;AV;0940;DE LA REPUBLIQUE;78270;78;89;;AD;634;;8;42;1;1;Maison;30;2;
24/04/2020;Vente;42;128000 ;DIVES-SUR-MER;53;RUE;0820;SAINTE MARGUERITE;14160;14;225;;AM;68;;29;42;1;1;Maison;36;2;44
23/01/2020;Vente;42;22500 ;CHAUVIGNY;10;BD;0890;DES CHATEAUX;86300;86;70;;AX;83;;2;42;1;1;Maison;45;2;
29/05/2020;Vente;42;145000 ;PORT-LA-NOUVELLE;64;RES;A098;LE DOMAINE DE JADE;11210;11;266;;BH;280;;64;42;1;1;Maison;40;3;
11/01/2020;Vente;42;153500 ;HOULGATE;9069;;B035;COUR DU MOULIN;14510;14;338;;AD;169;;83;42;1;1;Maison;44;3;
26/06/2020;Vente;42;175750 ;LE BOUSCAT;111;AV;1180;MARCELIN BERTHELOT;33110;33;69;;AH;230;;2;42;1;1;Maison;55;4;90
16/03/2020;Vente;42;165150 ;SAINT-CEZAIRE-SUR-SIAGNE;448;BD;0451;DU SANTON DE PRE BOUQUET;6530;6;118;;C;1332;;40;42;1;1;Maison;42;3;
14/05/2020;Vente;42;104797 ;AUBIGNAN;2015;AV;0540;MAJORAL JOUVE;84810;84;4;;AW;15;;197;42;2;1;Maison;34;1;
17/03/2020;Vente;42;169000 ;MESQUER;142;RUE;0078;CENTRALE (VC2);44420;44;97;;AD;749;;44;42;1;1;Maison;41;3;
10/01/2020;Vente;42;194300 ;VITRY-SUR-SEINE;19;RUE;1518;CHOISY;94400;94;81;;CI;10;;9;42;1;1;Maison;35;2;
07/01/2020;Vente;42;150400 ;BIGANOS;10;RUE;0193;MONTESQUIEU;33380;33;51;;AB;148;;48;42;1;1;Maison;42;2;
13/02/2020;Vente;42;110000 ;ROANNE;24;QUAI;0240;DU BEAL;42300;42;187;;AM;902;;109;42;2;1;Maison;100;4;
05/06/2020;Vente;42;405000 ;BRIE COMTE ROBERT;11;AV;0010;BEAU;77170;77;53;;AX;153;;4;42;1;1;Maison;80;3;
03/06/2020;Vente;42;105000 ;BIGANOS;10;RUE;0193;MONTESQUIEU;33380;33;51;;AB;148;;45;42;1;1;Maison;42;2;
23/06/2020;Vente;42;103000 ;BOUGUENAIS;41;RUE;0100;ARISTIDE BRIAND;44340;44;20;;AW;332;;3;42;1;1;Maison;42;3;
11/06/2020;Vente;42;221000 ;VILLEJUIF;33;RUE;4731;JEAN JACQUES ROUSSEAU;94800;94;76;;Q;5;;2;42;1;1;Maison;41;2;
15/01/2020;Vente;42;200000 ;FONTENAY-SOUS-BOIS;24;RUE;9643;VICTOR LESPAGNE;94120;94;33;;Q;372;;3;42;1;1;Maison;24;1;
30/01/2020;Vente;42;120000 ;FLEURY D AUDE;209;RES;A105;MER INDIGO;11560;11;145;;BN;150;;565;42;1;1;Maison;41;3;
17/01/2020;Vente;42;92000 ;MEZIERES-SUR-SEINE;9;RUE;0540;LOUIS THEOPHILE REAL;78970;78;402;;E;379;;1;42;2;1;Maison;51;3;
29/05/2020;Vente;41;114000 ;LEUCATE;20;RES;A068;MAISONS DE LEUCATE;11370;11;202;;DP;3;;20;41;1;1;Maison;39;3;
15/01/2020;Vente;41;126000 ;CERNAY-LA-VILLE;3;RUE;0280;DE LA POSTE;78720;78;128;;B;201;;3;41;3;1;Maison;36;1;
14/05/2020;Vente;41;124040 ;GRUISSAN;50;RES;A022;LES HAMEAUX DE LA PLAGE;11430;11;170;;BM;46;;49;41;1;1;Maison;31;2;
03/01/2020;Vente;41;177000 ;SANARY SUR MER;96;RES;A065;LES MAS DE LA MER;83110;83;123;;AS;3;;96;41;1;1;Maison;41;3;
10/02/2020;Vente;41;120500 ;SAINT-JEAN-DE-MONTS;9035;AV;0170;DE BAISSE;85160;85;234;;AW;80;;35;41;1;1;Maison;42;2;106
29/05/2020;Vente;41;202230 ;FOURAS;12;RUE;0558;GRIGNON DE MONTFORT;17450;17;168;;AP;486;;18;41;1;1;Maison;41;3;
20/05/2020;Vente;41;114000 ;ROSIERES PRES TROYES;25;AV;0508;DES FEUILLATES;10430;10;325;;AT;47;;3;41;1;1;Maison;41;2;
29/02/2020;Vente;41;200000 ;LA TURBALLE;31;RUE;0852;FRANCOIS RABELAIS;44420;44;211;;AR;639;;9;41;1;1;Maison;59;3;
26/02/2020;Vente;41;121800 ;SAINT-HILAIRE-DE-RIEZ;36;AV;1668;DU COMTE DE MARENNES;85270;85;226;;I;174;;110;41;1;1;Maison;45;3;
14/05/2020;Vente;41;95000 ;DIVES-SUR-MER;43;RUE;0800;SAINT PIERRE;14160;14;225;;AM;65;;24;41;1;1;Maison;36;2;44
12/06/2020;Vente;41;220000 ;LA TURBALLE;14;AV;0845;PRIMAUGUET;44420;44;211;;AY;11;;14;41;1;1;Maison;49;3;504
06/02/2020;Vente;41;134500 ;FLEURY D AUDE;28;RES;A125;LE TROIS MATS 2;11560;11;145;;BP;79;;28;41;1;1;Maison;29;3;
10/01/2020;Vente;41;169600 ;VIC-LA-GARDIOLE;21;CHEM;0073;DE LA SOURCE;34110;34;333;;AM;1;;73;41;1;1;Maison;23;2;
19/03/2020;Vente;41;131800 ;SAINT-CYPRIEN;9001;RES;A260;LES CYCLADES;66750;66;171;;AD;1234;;138;41;1;1;Maison;45;2;
12/02/2020;Vente;41;320000 ;MARSEILLE 11EME;20;BD;6654;DES OLIVETTES;13011;13;211;870;E;136;;1;41;1;1;Maison;43;1;
20/02/2020;Vente;41;210000 ;ARES;59;BD;0025;DE L AERIUM;33740;33;11;;AA;106;;1;41;1;1;Maison;40;2;
14/05/2020;Vente;41;85000 ;PIROU;79;RES;A002;LES MAISONS DE LA PLAGE;50770;50;403;;BR;158;;79;41;1;1;Maison;41;3;
22/01/2020;Vente;41;150000 ;DIVES-SUR-MER;27;RUE;0820;SAINTE MARGUERITE;14160;14;225;;AM;67;;30;41;1;1;Maison;36;2;43
04/06/2020;Vente;40;115000 ;DIVES-SUR-MER;25;RUE;0820;SAINTE MARGUERITE;14160;14;225;;AM;67;;29;40;1;1;Maison;36;2;44
20/03/2020;Vente;40;48070 ;AUTUN;7;RTE;0185;DE BEAUNE;71400;71;14;467;BO;152;;2;40;2;1;Maison;64;3;
24/01/2020;Vente;40;137000 ;MONTBOUCHER-SUR-JABRON;25;RUE;0206;DE LA FARIGOULE;26740;26;191;;ZL;368;;29;40;1;1;Maison;40;3;
16/05/2020;Vente;40;282000 ;ARS-EN-RE;56;;B019;LE CARANTEAU;17590;17;19;;ZE;304;;110;40;2;1;Maison;38;3;
10/01/2020;Vente;40;130000 ;MEZE;;LOT;A074;LES VILLAGEOISES;34140;34;157;;CI;26;;12;40;1;1;Maison;33;3;
09/04/2020;Vente;40;182650 ;AIGUES-MORTES;9001;;A044;LES RIVES DE LA TOUR;30220;30;3;;AI;266;;54;40;1;1;Maison;40;3;
24/03/2020;Vente;40;128000 ;LEUCATE;9003;RES;A006;APHRODITE LA VOIE D'EAU;11370;11;202;;DC;19;;428;40;1;1;Maison;38;3;
26/02/2020;Vente;40;203000 ;LE CHESNAY-ROCQUENCOURT;6;RTE;1192;DE VERSAILLES;78150;78;158;524;AB;87;;11;40;2;1;Maison;48;3;
25/06/2020;Vente;40;155000 ;DRANCY;159;AV;4425;HENRI BARBUSSE;93700;93;29;;Z;120;;24;40;2;1;Maison;28;1;
14/02/2020;Vente;40;165000 ;LE CROISIC;25;RUE;2200;DU MAL FOCH (VC10);44490;44;49;;AO;354;;41;40;1;1;Maison;47;2;
10/06/2020;Vente;40;160500 ;GUIDEL;1032;RES;A019;LES GWENANS;56520;56;78;;CS;184;;1008;40;1;1;Maison;42;3;
15/05/2020;Vente;40;125100 ;NARBONNE;16;RES;A019;LE CLOT DU SOLEIL (PLAGE);11100;11;262;;BL;261;;136;40;1;1;Maison;44;3;
07/03/2020;Vente;40;148000 ;FORT-MAHON-PLAGE;17;HAM;A050;LOUISIANE;80120;80;333;;AN;497;;21;40;1;1;Maison;38;3;
18/05/2020;Vente;40;185000 ;BORDEAUX;15;RUE;5755;DE LURBE;33000;33;63;;KW;21;;10;40;3;1;Maison;57;3;
18/02/2020;Vente;40;90000 ;LAVAL;17;ALL;4356;DES POMMIERS;53000;53;130;;DV;331;;4;40;1;1;Maison;39;2;
29/01/2020;Vente;40;75000 ;LA FERTE SAINT-AUBIN;2;RUE;0245;DU COSSON;45240;45;146;;AW;40;;11;40;3;1;Maison;48;2;
03/03/2020;Vente;40;55000 ;VAILLY-SUR-AISNE;8;PTR;0270;PETITE RUE SAINT VINCENT;2370;2;758;;AA;246;;1;40;3;1;Maison;64;3;
17/04/2020;Vente;40;50000 ;MISSILLAC;2034;;B045;LA BRETESCHE;44780;44;98;;AD;52;;21;40;1;1;Maison;43;2;
17/04/2020;Vente;40;88000 ;LEUCATE;50;;B092;LES CYCLADES LA FRANQUI;11370;11;202;;BN;472;;50;40;1;1;Maison;30;2;
09/01/2020;Vente;40;151500 ;FLEURY D AUDE;36;RES;A077;BLEU MARINE;11560;11;145;;BV;279;;36;40;1;1;Maison;35;2;
15/05/2020;Vente;39;122600 ;MOELAN SUR MER;6100;RES;A130;DOMAINE DES AVENS;29350;29;150;;CH;268;;63;39;1;1;Maison;50;3;
16/06/2020;Vente;39;134350 ;FLEURY D AUDE;10;AV;0172;DES GARRIGUES;11560;11;145;;BN;75;;76;39;1;1;Maison;42;3;
26/02/2020;Vente;39;44000 ;ROANNE;18;RUE;0610;CHARLES FOURRIER;42300;42;187;;AO;48;;2;39;2;1;Maison;27;2;
30/04/2020;Vente;39;92000 ;NIMES;62;CTRE;A009;LES HAUTS DE NIMES;30900;30;189;;BP;95;;62;39;1;1;Maison;40;2;
11/03/2020;Vente;39;136400 ;AIGUES-MORTES;9001;CHE;0225;DE LA GARRIGUETTE;30220;30;3;;AR;104;;96;39;1;1;Maison;41;3;
10/06/2020;Vente;39;190700 ;VAIRES SUR MARNE;87;RUE;0510;PAUL ALGIS;77360;77;479;;AV;64;;1;39;1;1;Maison;95;4;
06/06/2020;Vente;39;206000 ;TROUVILLE-SUR-MER;17;RUE;1430;SAINT GERMAIN;14360;14;715;;AB;286;;100;39;1;1;Maison;53;3;
31/03/2020;Vente;39;200000 ;JOINVILLE-LE-PONT;17;AV;4755;DE JOINVILLE;94340;94;42;;Y;40;;1;39;1;1;Maison;40;3;
17/06/2020;Vente;39;88000 ;ST HIPPOLYTE DU FORT;11;RUE;0350;DU PEIROU;30170;30;263;;AX;371;;2;39;1;1;Maison;135;5;
09/04/2020;Vente;39;162370 ;LACANAU;9064;RES;A018;DU GOLF;33680;33;214;;BY;39;;64;39;1;1;Maison;42;2;
13/01/2020;Vente;39;77500 ;LEUCATE;15;RES;A001;EDEN PLAGE;11370;11;202;;DB;20;;15;39;1;1;Maison;36;2;
04/03/2020;Vente;39;180000 ;LA BRESSE;4;CHE;1192;DES GELINOTTES;88250;88;75;;AL;603;;3;39;1;1;Maison;40;4;
29/05/2020;Vente;39;246000 ;ARES;3;ALL;0978;MAURICE UTRILLO;33740;33;11;;AM;8;;17;39;1;1;Maison;37;3;
25/05/2020;Vente;39;229710 ;CAPBRETON;10;AV;0420;DES ALOUETTES;40130;40;65;;BM;135;;10;39;1;1;Maison;32;2;
15/05/2020;Vente;39;83000 ;VER SUR LAUNETTE;21;COTE;0095;DE L'ORME;60950;60;666;;AB;245;;1;39;1;1;Maison;39;2;
29/05/2020;Vente;39;103000 ;SAINT-ANDRE-DES-EAUX;250;RTE;0400;DES CALABRES;44117;44;151;;BZ;627;;40;39;1;1;Maison;38;3;
16/01/2020;Vente;39;106500 ;SOULAC-SUR-MER;66;RTE;0215;DES LACS;33780;33;514;;AZ;1;;122;39;1;1;Maison;40;3;
12/02/2020;Vente;39;210000 ;ANDERNOS-LES-BAINS;25;AV;0165;DE CHAMPAGNE;33510;33;5;;CB;28;;1715;39;1;1;Maison;38;1;
29/05/2020;Vente;39;242550 ;BIEVRES;15;ALL;0380;DU BUISSON;91570;91;64;;E;756;;1;39;1;1;Maison;46;2;
09/01/2020;Vente;39;150000 ;NANTES;2;AV;3354;DE LA FREGATE;44200;44;109;;DE;247;;7;39;2;1;Maison;34;2;
21/04/2020;Vente;38;106910 ;SAINT-HILAIRE-DE-RIEZ;7;CHE;0330;DE BELLEVUE;85270;85;226;;CT;41;;25;38;2;1;Maison;40;2;
19/06/2020;Vente;38;136000 ;MANDRES-LES-ROSES;2;RUE;0020;DE BOUSSY;94520;94;47;;AO;43;;8;38;2;1;Maison;37;2;
30/04/2020;Vente;38;198000 ;BOISSY-SAINT-LEGER;61;RUE;0350;ROYALE;94470;94;4;;AK;41;;2;38;1;1;Maison;30;2;139
23/06/2020;Vente;38;87000 ;AVIGNON;2236;RTE;4080;DE MORIERES;84000;84;7;;DW;296;;1;38;1;1;Maison;90;4;
27/04/2020;Vente;38;128500 ;GUIDEL;66;;A037;LE HAMEAU DES MEGALITHES;56520;56;78;;CW;283;;107;38;1;1;Maison;39;3;
17/04/2020;Vente;38;120000 ;SERIGNAN;6580;CHE;0062;CREUX LES ORANGERS;34410;34;299;;BL;233;;24;38;1;1;Maison;40;3;
18/01/2020;Vente;38;132825 ;SAINT-JEAN-DE-MONTS;9154;AV;4190;DU ROSEAU GAILLARD;85160;85;234;;AX;326;;1028;38;1;1;Maison;44;2;
10/01/2020;Vente;38;118000 ;HOULGATE;9088;RES;A001;RESIDENCE DUC DE NORMANDIE;14510;14;338;;AD;179;;80;38;1;1;Maison;37;3;
14/04/2020;Vente;38;224000 ;LE HAVRE;5;RUE;4565;JULES GUESDE;76620;76;351;;PK;267;;3;38;1;1;Maison;123;4;
26/03/2020;Vente;38;157000 ;ARES;46;RUE;0325;DU GEN DE GAULLE;33740;33;11;;AB;76;;2;38;1;1;Maison;38;2;
20/01/2020;Vente;38;107720 ;GRUISSAN;28;RES;A058;MAISONS DE LA PLAGE;11430;11;170;;BM;29;;28;38;1;1;Maison;29;3;
30/04/2020;Vente;38;152500 ;TREVOU-TREGUIGNEC;9000;RES;A001;DU GRAND LARGE;22660;22;379;;B;215;;206;38;1;1;Maison;41;3;
31/01/2020;Vente;38;130000 ;VILLERS-SUR-MER;9029;;B028;CHEM DU BOIS;14640;14;754;;AO;71;;91;38;1;1;Maison;35;2;110
03/03/2020;Vente;38;253000 ;LE LAVANDOU;6060;;B001;AIGUEBELLE;83980;83;70;;AY;25;;1;38;1;1;Maison;40;2;
06/02/2020;Vente;38;80000 ;STAINS;1;RUE;1445;DU CHEMIN DE FER;93240;93;72;;B;469;;1;38;1;1;Maison;37;3;
09/01/2020;Vente;38;222490 ;LECCI;5243;;B152;SAN CIPRIANO;20137;;139;;AH;294;;10;38;1;1;Maison;42;2;
10/01/2020;Vente;38;258000 ;ROMAINVILLE;59;RUE;8125;DE LA REPUBLIQUE;93230;93;63;;AD;40;;131;38;1;1;Maison;40;2;
24/06/2020;Vente;38;163000 ;AGDE;8;AV;0068;DES ALIZES;34300;34;3;;OA;21;;18;38;1;1;Maison;40;3;
26/03/2020;Vente;38;378500 ;LA SEYNE SUR MER;2541;CC;0307;DE LA SEYNE A BASTIAN;83500;83;126;;BE;757;;1;38;1;1;Maison;88;4;
15/04/2020;Vente;38;106000 ;FITOU;43;;A055;LES SIDRIERES;11510;11;144;;E;845;;43;38;1;1;Maison;49;2;
30/06/2020;Vente;37;78000 ;SAINT-LO;47;RUE;1800;DE LA MARNE;50000;50;502;;AP;244;;1;37;2;1;Maison;45;3;
05/02/2020;Vente;37;220000 ;PORTO-VECCHIO;9368;;0403;LDT SANTA GIULIA;20137;;247;;BK;10;;40;37;2;1;Maison;35;3;
27/02/2020;Vente;37;136600 ;VIC-LA-GARDIOLE;9045;RES;A008;LES CABROLS;34110;34;333;;BL;45;;102;37;1;1;Maison;38;2;
15/02/2020;Vente;37;155000 ;CHATELAILLON-PLAGE;25;RES;A022;LES FERMES DE L OCEAN;17340;17;94;;AO;363;;25;37;1;1;Maison;42;3;
30/06/2020;Vente;37;146000 ;NANTES;14;RUE;3828;DES GRANITS;44100;44;109;;IV;334;;6;37;1;1;Maison;40;1;
31/01/2020;Vente;37;134000 ;LEUCATE;383;RES;A046;LA GRANDE BLEUE;11370;11;202;;DL;15;;383;37;1;1;Maison;36;2;
24/01/2020;Vente;37;140000 ;BRETIGNOLLES-SUR-MER;315;AV;0765;DU GRAND LARGE;85470;85;35;;BO;263;;202;37;1;1;Maison;37;3;
05/06/2020;Vente;37;139800 ;TRANCHE-SUR-MER (LA);64;DOM;A083;DU PRE DE LA CURE;85360;85;294;;AI;289;;70;37;1;1;Maison;41;3;
11/01/2020;Vente;37;117000 ;BARBATRE;6784;DOM;A180;DE LA PLAINE;85630;85;11;;ZI;243;;8;37;1;1;Maison;45;1;
09/01/2020;Vente;37;127000 ;RENNES;8;BD;5260;RENE LAENNEC;35000;35;238;;BP;558;;16;37;1;1;Maison;55;2;
27/02/2020;Vente;37;42000 ;CHATEAUBRIANT;2;RUE;0035;DES ANCIENNES ECOLES;44110;44;36;;AB;454;;2;37;1;1;Maison;40;1;
25/02/2020;Vente;37;160000 ;AUBERVILLIERS;52;BD;3140;EDOUARD VAILLANT;93300;93;1;;AN;101;;3;37;1;1;Maison;66;4;
09/06/2020;Vente;37;146200 ;VIC-LA-GARDIOLE;9045;RES;A008;LES CABROLS;34110;34;333;;BL;45;;16;37;1;1;Maison;35;3;
25/05/2020;Vente;37;105000 ;TRANCHE-SUR-MER (LA);90;DOM;A083;DU PRE DE LA CURE;85360;85;294;;AI;289;;145;37;1;1;Maison;41;3;
27/01/2020;Vente;37;18000 ;NEVERS;1;RUE;1660;DOCTEUR LOUIS TIXIER;58000;58;194;;CR;105;;235;37;1;1;Maison;36;2;
24/01/2020;Vente;37;40000 ;ORMES-SUR-VOULZIE (LES);4;RTE;0006;DE BRAY;77134;77;347;;AC;208;;1;37;2;1;Maison;38;2;
13/03/2020;Vente;37;180000 ;ORMESSON-SUR-MARNE;118;RUE;0430;JULES GUESDE;94490;94;55;;AH;32;;2;37;1;1;Maison;37;2;
08/01/2020;Vente;37;113000 ;SAINT-JEAN-DE-MONTS;140;AV;4570;VALENTIN;85160;85;234;;AX;326;;1024;37;1;1;Maison;37;2;
20/01/2020;Vente;37;154444 ;SOORTS-HOSSEGOR;474;AV;0147;DES CIGOGNES;40150;40;304;;AD;60;;1;37;1;1;Maison;30;1;
06/01/2020;Vente;37;104000 ;SAINT-JEAN-DE-MONTS;8;AV;4425;DES TAMARIS;85160;85;234;;BC;290;;4;37;1;1;Maison;35;2;
23/01/2020;Vente;37;87400 ;SOUSTONS;1;AV;2530;DE LA PETRE;40140;40;310;;CS;383;;36;37;1;1;Maison;37;2;
31/03/2020;Vente;37;110000 ;GUJAN MESTRAS;142;CRS;0790;DE LA REPUBLIQUE;33470;33;199;;BM;463;;14;37;1;1;Maison;29;2;
10/01/2020;Vente;36;87500 ;ESSARTS EN BOCAGE;8;RUE;0070;DE LA RAMEE;85140;85;84;;AB;818;;3;36;1;1;Maison;35;2;
09/03/2020;Vente;36;118950 ;FLEURY D AUDE;4;AV;0176;DES GOELANDS;11560;11;145;;BV;279;;8;36;1;1;Maison;35;2;
15/06/2020;Vente;36;103000 ;ROSIERES PRES TROYES;25;AV;0508;DES FEUILLATES;10430;10;325;;AT;47;;4;36;1;1;Maison;36;2;
26/05/2020;Vente;36;79800 ;SOUSTONS;1;AV;2530;DE LA PETRE;40140;40;310;;CS;383;;117;36;1;1;Maison;37;2;
16/06/2020;Vente;36;146300 ;FRONTIGNAN;48;IMP;0409;DE LA GRANDE BLEUE;34110;34;108;;BE;413;;48;36;1;1;Maison;37;3;
13/03/2020;Vente;36;65000 ;CHALMAZEL-JEANSAGNIERE;290;;B165;LES TRAVERSES;42920;42;39;;BM;119;;1;36;1;1;Maison;41;2;
29/02/2020;Vente;36;78000 ;LEUCATE;829;RES;A046;LA GRANDE BLEUE;11370;11;202;;DL;15;;829;36;1;1;Maison;36;2;
21/02/2020;Vente;36;15001 ;NOYEN SUR SARTHE;44;RUE;0640;PASTEUR;72430;72;223;;AC;643;;1;36;2;1;Maison;41;2;
03/06/2020;Vente;36;170000 ;ARGENTEUIL;31;AV;2800;JEAN JAURES;95100;95;18;;BT;212;;2;36;1;1;Maison;40;4;
19/06/2020;Vente;36;43000 ;LE HAVRE;50;RUE;7845;DE VERDUN;76600;76;351;;MB;37;;7;36;1;1;Maison;40;3;59
07/02/2020;Vente;36;137620 ;LACANAU;9208;RES;A001;LE BAGANAIS;33680;33;214;;BY;799;;208;36;1;1;Maison;38;2;
20/03/2020;Vente;36;93000 ;BONNIERES-SUR-SEINE;32;AV;0940;DE LA REPUBLIQUE;78270;78;89;;AD;634;;2;36;1;1;Maison;40;2;
03/04/2020;Vente;36;135000 ;VIAS;63;AV;0267;DES PECHEURS;34450;34;332;;BI;13;;19;36;1;1;Maison;38;3;
19/02/2020;Vente;36;105000 ;AGDE;61;AV;2115;DE SAINT VINCENT;34300;34;3;;MA;280;;38;36;1;1;Maison;35;2;
11/03/2020;Vente;36;165000 ;LA TURBALLE;6728;BD;0380;DE LA FRATERNITE;44420;44;211;;AR;311;;7;36;1;1;Maison;35;2;
24/01/2020;Vente;36;35000 ;AUBENAS;70;FG;5140;JEAN MATHON;7200;7;19;;A;1436;;2;36;4;1;Maison;111;4;
03/02/2020;Vente;36;160000 ;LANCIEUX;2;RUE;0195;JULES JEUNET;22770;22;94;;AE;202;;12;36;1;1;Maison;41;2;
27/05/2020;Vente;36;80000 ;NEMOURS;9002;IMP;0528;NITTY;77140;77;333;;AW;253;;7;36;1;1;Maison;41;2;
30/06/2020;Vente;36;124000 ;AGDE;8;AV;0068;DES ALIZES;34300;34;3;;OA;21;;27;36;1;1;Maison;35;3;
